companycode,inn,ogrn,kpp,name,address,hr-agency,url,site,phone,fax,email,code_industry_branch
1035405624264,5424101636,1035405624264,542401001,"Государственное бюджетное учреждение здравоохранения Новосибирской области ""Колыванская центральная районная больница""","Новосибирская область, 633160, рп Колывань, р-н Колыванский, ул Советская, д. 26-28, 82.753029, 55.304329",,https://trudvsem.ru/company/1035405624264,,+7(38352)51947,,vivankova@zdravnsk.ru,
1025400524434,5401149536,1025400524434,540101001,МБОУ СОШ № 177,"Новосибирская область, 630124, г Новосибирск, ул Куприна, д. 4, 82.989312, 55.045181",,https://trudvsem.ru/company/1025400524434,,+7(383)2676629,+7(383)2676629,sch_177_nsk@nios.ru,
1025403870524,5409112760,1025403870524,540901001,"Муниципальное казенное учреждение ""Дорожно-эксплуатационное учреждение № 5""","Новосибирская область, 630037, г Новосибирск, ул Первомайская, д. 144/1, 83.10347, 54.968784",,https://trudvsem.ru/company/1025403870524,,+7(383)3383648,+7(383)3373807,mudeu5@ngs.ru,
1025401307140,5403105421,1025401307140,540301001,АДМИНИСТРАЦИЯ КИРОВСКОГО РАЙОНА ГОРОДА НОВОСИБИРСКА,"Новосибирская область, 630106, г Новосибирск, ул Сибиряков-Гвардейцев, д. 66, 82.894181, 54.935436",,https://trudvsem.ru/company/1025401307140,,,+7(383)3420708,,
1045402551446,5406300124,1045402551446,540601001,Инспекция Федеральной налоговой службы России по Центральному району города Новосибирска,"Новосибирская область, 630007, г Новосибирск, ул Октябрьская магистраль, д. 4/1, 82.92864, 55.021101",,https://trudvsem.ru/company/1045402551446,,+7(383)2221711,,kadri-5406@yandex.ru,
1185476063838,5434138667,1185476063838,543401001,"ООО ""Зелень24""","Новосибирская область, 633261, п Чернаково, р-н Ордынский, территория Профилактория, 81.941194, 54.373835",,https://trudvsem.ru/company/1185476063838,зелень24.рф,+7(913)4593913,,zelen24@list.ru,
1025405626069,5424106433,1025405626069,542401001,"МБОУ ""БОЯРСКАЯ СОШ""","Новосибирская область, 633162, п Боярка, р-н Колыванский, д. 20, ул.Мира, 82.747279, 55.62025",,https://trudvsem.ru/company/1025405626069,,,,,
1145476083675,5402577990,1145476083675,540020100,"Общество с ограниченной ответственностью Торговый дом ""Метаколор""","Новосибирская область, 630001, г Новосибирск, ул Сухарная, д. 35, корп. 8, 82.86857, 55.045424",,https://trudvsem.ru/company/1145476083675,,+7(952)9002691,,metacolor@mail.ru,
1172468070521,2464140322,1172468070521,246401001,"ООО ""Техгеокомплекс""","Новосибирская область, 633582, с Егорьевское, р-н Маслянинский, Поселок Большая Тайла-Добыча золота., 84.583023, 54.501984",,https://trudvsem.ru/company/1172468070521,,+7(999)4470665,,savgrk@mail.ru,
1145483000189,5445017738,1145483000189,544601001,"Общество с ограниченной ответственностью ""Триал""","Новосибирская область, 633209, г Искитим, ул Чкалова, д. 3, 83.311107, 54.641206",,https://trudvsem.ru/company/1145483000189,,+7(38343)29881,,info@trial-nsk.ru,
18ad8480-c322-11e9-bd15-e37b4be0b9ed,5416100854,1025405019111,541601001,"ГБУЗ Новосибирской области ""Усть-Таркская ЦРБ""","Новосибирская область, 632161, с Усть-Тарка, р-н Усть-Таркский, ул Зеленая, д. 28, 75.718843, 55.569555",,https://trudvsem.ru/company/18ad8480-c322-11e9-bd15-e37b4be0b9ed,,,,,
1055406007997,5406302273,1055406007997,540301001,Общество с ограниченной ответственностью Новосибирский инженерный центр,"Новосибирская область, 630048, г Новосибирск, ул Телевизионная, д. 15, 82.890965, 54.973739",,https://trudvsem.ru/company/1055406007997,,+7(383)3479610,,riska78@mail.ru,
1077763601948,7709769582,1077763601948,772701001,"ООО ""ГАЗПРОМ НЕДРА""","Новосибирская область, 630007, г Новосибирск, ул Октябрьская магистраль, д. 3, 6 этаж, 82.923906, 55.026731",,https://trudvsem.ru/company/1077763601948,https://nedra.gazprom.ru,+7(495)7195775,,a.virt@nedra.gazprom.ru,
67d18ed0-8384-11ea-9c3f-03fd6b4dc11f,5446116153,1145476044933,544601001,МКУ ЦБО,"Новосибирская область, 633209, г Искитим, ул Советская, д. 252, 83.308951, 54.636037",,https://trudvsem.ru/company/67d18ed0-8384-11ea-9c3f-03fd6b4dc11f,,+7(38343)24611,,arta28an@mail.ru,
1025404723893,5445003661,1025404723893,544501001,"ПОУ ""БЕРДСКАЯ АШ ДОСААФ РОССИИ""","Новосибирская область, 633010, г Бердск, ул К.Маркса, д. 22, 83.091756, 54.76127",,https://trudvsem.ru/company/1025404723893,,,+7(38341)20557,,
1025406026040,5423103020,1025406026040,542301001,Муниципальное казенное общеобразовательное учреждение Филинская основная школа,"Новосибирская область, 632416, п Филино, р-н Каргатский, 79.957022, 55.287071",,https://trudvsem.ru/company/1025406026040,http://s_sfilin.karg.edu54.ru,+7(38365)46323,,filinskai@ngs.ru,
1047796614700,7706548313,1047796614700,254045001,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАПИТАЛ ЛАЙФ СТРАХОВАНИЕ ЖИЗНИ""","Новосибирская область, 630091, г Новосибирск, ул Каменская, д. 78/2, 82.925793, 55.041488",,https://trudvsem.ru/company/1047796614700,,+7(902)5245134,,oksana_malahova@primorie.kaplife.ru,
cba2da20-6939-11e8-bc26-ef76bd2a03c1,5406192366,1025404670620,544301001,"АО ""Сибирский Антрацит""","Новосибирская область, 633224, п Листвянский, р-н Искитимский, ул Советская, д. 2а, 83.486593, 54.442277",,https://trudvsem.ru/company/cba2da20-6939-11e8-bc26-ef76bd2a03c1,http://www.sibanthracite.ru,,,,
304540219700027,423000019280,304540219700027,nan,Индивидуальный предприниматель Акимкина Ольга Михайловна,"Новосибирская область, 630049, г Новосибирск, пр-кт Красный, д. 101, 2 этаж, сеть магазинов ""Botilliani"", 82.911905, 55.055733",,https://trudvsem.ru/company/304540219700027,,+7(913)9268747,,botilliani@mail.ru,
1075472003133,5446008422,1075472003133,544601001,"муниципальное бюджетное дошкольное образовательное учреждение детский сад 12 ""Березка"" комбинированного вида города Искитима Новосибирской области","Новосибирская область, 633209, г Искитим, мкр Центральный, д. 2, корп. а, 83.301504, 54.640539",,https://trudvsem.ru/company/1075472003133,,+7(38343)24623,,mbdou.12@mail.ru,
873a79c0-77af-11ea-b300-ef76bd2a03c1,5442100610,1025405825752,544201001,"ГБПОУ НСО ""Чулымский межрайонный аграрный лицей""","Новосибирская область, 632551, г Чулым, р-н Чулымский, ул Мелиораторов, д. 20, 80.972011, 55.074618",,https://trudvsem.ru/company/873a79c0-77af-11ea-b300-ef76bd2a03c1,http://chulagrolicei.ucoz.net/,,,,
77917ca0-7099-11e7-ab40-736ab11edb0c,7708709686,1097746772738,770801001,"АО ""ФПК""","Новосибирская область, 630004, г Новосибирск, ул Дмитрия Шамшурина, д. 33, 82.900155, 55.031866",,https://trudvsem.ru/company/77917ca0-7099-11e7-ab40-736ab11edb0c,,,,trofimovasv@fpc.ru,
1035404495378,5434116159,1035404495378,543401001,"Потребительский кооператив ""Общепит""","Новосибирская область, 633261, рп Ордынское, р-н Ордынский, ул Ленина, д. 24, 81.905845, 54.366717",,https://trudvsem.ru/company/1035404495378,,+7(38359)21559,,ordinka2800@mail.ru,
1025401016200,5402143142,1025401016200,540201001,МКДОУ д/с № 272,"Новосибирская область, 630123, г Новосибирск, ул Ереванская, д. 4, 82.904628, 55.075674",,https://trudvsem.ru/company/1025401016200,,+7(383)2001320,,DS272@yandex.ru,
1195476016251,5443027829,1195476016251,544301001,"ООО ""МОЙ ДОМ""","Новосибирская область, 633236, п Керамкомбинат, р-н Искитимский, ул Центральная, д. 1, 83.346653, 54.43371",,https://trudvsem.ru/company/1195476016251,,+7(38343)71199,,Kozhin-Wladimir@mail.ru,
316420500136163,421715312807,316420500136163,nan,Индивидуальных предпринимателей Макеева Мария Бахруллоевна,"Новосибирская область, 633009, г Бердск, ул Черемушная, д. 3/2, СТО Созвездие Тельца, 83.045745, 54.744393",,https://trudvsem.ru/company/316420500136163,,+7(913)7714836,,prokat54@bk.ru,
1025405824828,5425102664,1025405824828,542501001,Отдел МВД России по Коченевскому району Новосибиской области,"Новосибирская область, 632640, рп Коченево, р-н Коченевский, ул Кооперативная, д. 1, 82.207284, 55.026401",,https://trudvsem.ru/company/1025405824828,,+7(38351)24490,+7(38351)24396,,
1185476084970,5407972200,1185476084970,540700100,"Государственное бюджетное учреждение Новосибирской области ""Центр кадастровой оценки и инвентаризации""","Новосибирская область, 630004, г Новосибирск, ул Сибирская, д. 15, 82.903955, 55.036442",,https://trudvsem.ru/company/1185476084970,,+7(383)2219736,,tv@noti.ru,
1055470008021,5421110223,1055470008021,542101001,"Общество ограниченной ответственности ""ДорАвтоТранс""","Новосибирская область, 632951, с Здвинск, р-н Здвинский, ул Советская, д. 51, 78.655615, 54.713356",,https://trudvsem.ru/company/1055470008021,,+741345,,dorav@yandex.ru,
1025400000427,5405114781,1025400000427,540601001,"Акционерное общество ""Банк Акцепт""","Новосибирская область, 633010, г Бердск, ул Островского, д. 53, 83.093508, 54.759675",,https://trudvsem.ru/company/1025400000427,,+7(383)3736971,,grishunina@akcept.ru,
1025401313651,5403135313,1025401313651,540301001,"Муниципальное казенное дошкольное образовательное учреждение города Новосибирска ""Детский сад №346 общеразвивающего вида с приоритетным осуществлением интеллектуального развития воспитанников""","Новосибирская область, 630033, г Новосибирск, ул Оловозаводская, д. 12, 16, также адрес: ул. Урманова д. 8, 82.956165, 54.965393",,https://trudvsem.ru/company/1025401313651,,+7(383)3170988,,bnn346@ngs.ru,
1035401912534,5405146127,1035401912534,540501001,"Муниципальное бюджетное учреждение дополнительного образования города Новосибирска ""Дом творчества ОКТЯБРЬСКИЙ""","Новосибирская область, 630008, г Новосибирск, ул Никитина, д. 66, 82.961626, 55.012935",,https://trudvsem.ru/company/1035401912534,,+7(383)2668593,+7(383)2668593,ddto@inbox.ru,
1025406026690,5423103052,1025406026690,542301001,муниципальное казенное общеобразовательное учреждениеКаргатская средняя школа N 3 им. И.А. Домбровского,"Новосибирская область, 632401, г Каргат, р-н Каргатский, ул Мостовая, д. 22, 80.282626, 55.20004",,https://trudvsem.ru/company/1025406026690,http://s3-karg.edusite.ru/,+7(38365)21666,+7(38365)21666,shcoolkargat3@rambler.ru,
1065406170081,5406376035,1065406170081,540601001,"Общество с ограниченной ответственностью Частная охранная организация ""ГРАФИТ-Новосибирск""","Новосибирская область, 633216, р-н Искитимский, Промплощадка ЗАО ""ЭПМ-НовЭЗ"", 83.657785, 54.687181",,https://trudvsem.ru/company/1065406170081,,+7(38343)50829,,juliaspir@mail.ru,
1025401308448,5403135433,1025401308448,540301001,"Муниципальное казенное дошкольное образовательное учреждение города Новосибирска ""Детский сад № 286 компенсирующего вида""","Новосибирская область, 630077, г Новосибирск, пер Телевизионный 1-й, д. 4/1, 82.887947, 54.973496",,https://trudvsem.ru/company/1025401308448,,+7(383)3146304,,ds_286_nsk@nios.ru,
1025401909708,5405241444,1025401909708,540501001,"ГБУЗ НСО ""ГКП № 2""","Новосибирская область, 630102, г Новосибирск, ул Бориса Богаткова, д. 50, 82.946975, 55.012424",,https://trudvsem.ru/company/1025401909708,,+7(383)2663759,+7(383)2665482,gp2@nso.ru,
318547600007749,544313713447,318547600007749,nan,Индивидуальный предприниматель Кутлина Елена Владимировна,"Новосибирская область, 633216, рп Линево, р-н Искитимский, пр-кт Мира, д. 16, 83.381104, 54.456087",,https://trudvsem.ru/company/318547600007749,,+7(913)7111779,,ip_cutline@mail.ru,
1025402466583,5406011186,1025402466583,540601001,"Федеральное государственное бюджетное образовательное учреждение высшего профессионального образования ""Новосибирский государственный медицинский университет"" Минздрава Российской Федерации","Новосибирская область, 630091, г Новосибирск, пр-кт Красный, д. 52, 82.919397, 55.036112",,https://trudvsem.ru/company/1025402466583,,+7(383)2035082,+7(383)2222880,ok-ngma@yandex.ru,
ba2f9d50-7a26-11ea-9b16-e37b4be0b9ed,5405231580,1025401926758,540301001,"ООО ""БИ ЛОДЖИСТИК""","Новосибирская область, 630088, г Новосибирск, проезд Северный (Кировский р-н), д. 1, 82.878083, 54.953944",,https://trudvsem.ru/company/ba2f9d50-7a26-11ea-9b16-e37b4be0b9ed,,,,,
1025402463701,5406137340,1025402463701,nan,МКДОУ д/с № 42,"Новосибирская область, 630007, г Новосибирск, ул Каинская, д. 16, 82.926332, 55.018474",,https://trudvsem.ru/company/1025402463701,,Другой 2235316,,,
317547600046270,541605439108,317547600046270,nan,ИП СТАДОЛЬСКИЙ Е. М.,"Новосибирская область, 632160, с Усть-Тарка, р-н Усть-Таркский, ул Комсомольская, д. 45, 75.699664, 55.563605",,https://trudvsem.ru/company/317547600046270,,+7(983)1247475,,,
1095406030807,5406546664,1095406030807,540601001,"Общество с ограниченной ответственностью ""Чистюли Клининг""","Новосибирская область, 630005, г Новосибирск, ул Семьи Шамшиных, д. 64, офис 401, 82.930069, 55.041839",,https://trudvsem.ru/company/1095406030807,,+7(383)2999481,,voloshina_s78@mail.ru,
1175476076764,5443027000,1175476076764,544301001,"Муниципальное унитарное предприятие Искитимского района ""Центральное""","Новосибирская область, 633220, ст Евсино, р-н Искитимский, ул Гагарина, д. 38А, 83.339961, 54.509946",,https://trudvsem.ru/company/1175476076764,,+7(38343)76195,,swera2010@yandex.ru,
1125483000048,5446013824,1125483000048,544601001,"Муниципальное бюджетное учреждение Искитимского района ""Управление капитального строительства""","Новосибирская область, 633208, г Искитим, ул Чайковского, д. 47, 83.283071, 54.618963",,https://trudvsem.ru/company/1125483000048,,+7(38343)20148,,mbuuks@ngs.ru,
1195476068468,5406800783,1195476068468,540601001,"Общество с ограниченной ответственностью Группа компаний ""ЭЛСТРОЙ""","Новосибирская область, 630005, г Новосибирск, ул Некрасова, д. 48, офис 506, 82.927023, 55.045511",,https://trudvsem.ru/company/1195476068468,,+7(981)1921780,,pto@gk-elstroy.ru,
304547032700106,542105000875,304547032700106,nan,ИП БЕЛЕНКО Е. В.,"Новосибирская область, 632951, с Здвинск, р-н Здвинский, ул Калинина, д. 39, 78.666889, 54.703842",,https://trudvsem.ru/company/304547032700106,,+7(913)9150853,,632951@ngs.ru,
1105476101037,5405426445,1105476101037,541001001,"Отдел хранения (автомобильного имущества, обособленный) (г.Новосибирск) Войсковая часть 58661-36","Новосибирская область, 630057, г Новосибирск, ул Зеленая (п Озерный), д. 1/1, 83.095871, 54.819186",,https://trudvsem.ru/company/1105476101037,,+7(383)2726665,,O58661-36@yandex.ru,
1085456000013,5434112820,1085456000013,543401001,"Государственное унитарное предприятие Новосибирской области ""Ордынский лесхоз""","Новосибирская область, 633261, рп Ордынское, р-н Ордынский, ул Октябрьская, д. 85, 81.879677, 54.356461",,https://trudvsem.ru/company/1085456000013,,+7(38359)20894,,ord-leshoz@yandex.ru,
314547629000250,542508958501,314547629000250,nan,ИП Скороход Н.В.,"Новосибирская область, 630007, г Новосибирск, пр-кт Красный, д. 2/1, 82.926682, 55.014732",,https://trudvsem.ru/company/314547629000250,https://contigr.ru/,,,,
1175476012381,5405994695,1175476012381,540501001,"Общество с ограниченной ответственностью ""ШИКбьюти""","Новосибирская область, 630039, г Новосибирск, ул Никитина, д. 120, 82.976808, 55.023088",,https://trudvsem.ru/company/1175476012381,,+7(965)8246179,,buh@shikbeauty.ru,
1025404669916,5443113919,1025404669916,544301001,"Муниципальное казенное общеобразовательное учреждение""Основная общеобразовательная школа п.Алексеевский"" Искитимского района Новосибирской области","Новосибирская область, 633241, п Алексеевский, р-н Искитимский, ул Мира, д. 37, 82.733409, 54.306454",,https://trudvsem.ru/company/1025404669916,,+7(923)1733172,,alexeevskii-s@yandex.ru,
1025406827742,5447104344,1025406827742,545201001,"Межмуниципальный отдел Министерства внутренних дел Российской Федерации ""Куйбышевский""(реализующий задачи и функции органов внутренних дел на территории Куйбышевского и Северного муниципальных районов) отделение полиции ""Северное""","Новосибирская область, 632080, р-н Северный, с.Северное,пер.Ленина 1, 78.365872, 56.351031",,https://trudvsem.ru/company/1025406827742,,+7(38360)21330,,,
1057002543025,7017124670,1057002543025,701701001,"КПКГ ""Сибирский кредит""","Новосибирская область, 633209, г Искитим, ул Пушкина, д. 42, 83.304037, 54.637872",,https://trudvsem.ru/company/1057002543025,http://sibkredit.ru,+7(3822)514709,+7(3822)515892,borovikov@sibkredit.ru,
1025402490475,5406020470,1025402490475,540601001,"Государственное бюджетное учреждение культуры ""Новосибирская областная специальная библиотека для незрячих и слабовидящих""","Новосибирская область, 630091, г Новосибирск, ул Крылова, д. 15, 82.926547, 55.041292",,https://trudvsem.ru/company/1025402490475,,+7(383)2011630,,lib@sibdisnet.ru,
1025405013875,5426102804,1025405013875,nan,"МКОУ"" Новоцелинная средняя школа""","Новосибирская область, 632495, с Новоцелинное, р-н Кочковский, ул Школьная, 80.51458, 54.354834",,https://trudvsem.ru/company/1025405013875,,+7(838356)21123,,,
1165476216840,5446018558,1165476216840,544601001,"ООО ПК ""Кристалл""","Новосибирская область, 633231, п Логовой, р-н Искитимский, 83.353588, 54.671451",,https://trudvsem.ru/company/1165476216840,,+7(38341)29623,,natali.rujnikowa@yandex.ru,
1025406627498,5421100698,1025406627498,542101001,"государственное бюджетное профессиональное образовательное учреждение Новосибирской области ""Здвинский межрайонный аграрный лицей""","Новосибирская область, 632951, с Здвинск, р-н Здвинский, ул Максима Горького, д. 49, 78.665622, 54.70006",,https://trudvsem.ru/company/1025406627498,,+7(38363)21593,,pu_95@mail.ru,
1155476038123,5443005536,1155476038123,544301001,"Общество с ограниченной ответственностью ""ЗЕРНОПРОЕКТ""","Новосибирская область, 633512, рп Линево, р-н Искитимский, 83.381643, 54.457003",,https://trudvsem.ru/company/1155476038123,,+7(913)9467831,,pksagro@yandex.ru,
1085403004048,5403206797,1085403004048,540301001,"Муниципальное казенное учреждение города Новосибирска ""Новосибирский центр по проблемам домашних животных""","Новосибирская область, 630088, г Новосибирск, проезд Северный (Кировский р-н), д. 9/4, 82.912686, 54.948996",,https://trudvsem.ru/company/1085403004048,,+7(383)3804201,,ncpdg@mail.ru,
1025402492390,5406011281,1025402492390,540601001,ГАУ ДПО НСО НИПКИПРО,"Новосибирская область, 630007, г Новосибирск, пр-кт Красный, д. 2, 82.92537, 55.015449",,https://trudvsem.ru/company/1025402492390,http://www.nipkipro.ru,,,,
1145476063897,5446116308,1145476063897,544601001,"Общество с ограниченной ответственностью ""Маджеста""","Новосибирская область, г Искитим, мкр Индустриальный, д. 52, кор. А, ТЦ ""Орион"", 83.302402, 54.633307",,https://trudvsem.ru/company/1145476063897,,+7(960)7914973,,Ivanov@majesta.biz,
1025442450000,5406140174,1025442450000,540601001,МБОУ СОШ №29,"Новосибирская область, 630099, г Новосибирск, ул Октябрьская, д. 89а, 82.932566, 55.026226",,https://trudvsem.ru/company/1025442450000,,+7(383)2230662,,shcool29@mail.ru,
1145476023934,5406774124,1145476023934,540601001,"Общество с ограниченной ответственностью ""Агентство бизнес решений концепция""","Новосибирская область, 630112, г Новосибирск, ул Писарева, д. 102, офис 504, 82.94128, 55.050107",,https://trudvsem.ru/company/1145476023934,,+7(913)0029552,,boyar_05@mail.ru,
1165476175105,5404045341,1165476175105,540701001,"Общество с ограниченной ответственностью ""Западно-Сибирский центр обучения""","Новосибирская область, 630099, г Новосибирск, ул Советская, д. 49А, офис 12-24, 82.917842, 55.026107",,https://trudvsem.ru/company/1165476175105,,+7(383)3832860,,info@zapsib-cot.ru,
1025403638875,5408130693,1025403638875,540801001,"Филиал АО НПК ""Катрен"" Воронеж","Новосибирская область, 630559, рп Кольцово, пр-кт Академика Сандахчиева, д. 11, 83.184112, 54.934696",,https://trudvsem.ru/company/1025403638875,,"220-51-00,ВН5720",,gunaevaum@vorn.katren.ru,
1165476121931,5401963590,1165476121931,540601001,"Общество с ограниченной ответственностью ""Бёрнс""","Новосибирская область, 633203, г Искитим, ул Литейная, д. 1А/2, 83.300112, 54.61888",,https://trudvsem.ru/company/1165476121931,,+7(906)9072206,,burns.ivashko@gmail.com,
311547628400148,540225506003,311547628400148,nan,Индивидуальный предприниматель Кравченко Елена Витальевна,"Новосибирская область, 630005, г Новосибирск, ул Ипподромская, д. 19, 82.941702, 55.039909",,https://trudvsem.ru/company/311547628400148,,+7(383)2015533,,kravchenkokyrash@mail.ru,
1185476025437,5403040453,1185476025437,540301001,"Общество с ограниченной ответственностью ""НОВЫЕ ГОРИЗОНТЫ""","Новосибирская область, г Новосибирск, ул Громова, д. 14, офис 9, 82.90797, 54.936776",,https://trudvsem.ru/company/1185476025437,,+7(923)2402676,,gerasimovden@mail.ru,
1025406026678,5423102806,1025406026678,542301001,"Муниципальное казенное учреждение дополнительного образования Каргатская ДЮСШ ""Атлант""","Новосибирская область, 632400, г Каргат, р-н Каргатский, ул Советская, д. 118, корп. А, 80.288923, 55.192482",,https://trudvsem.ru/company/1025406026678,http://dushkargat.edusite.ru/,+7(38365)22248,,,
1165476179220,5425023980,1165476179220,542501001,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕСТВЕННОСТЬЮ ""РАЗДОЛЬНОЕ""","Новосибирская область, 632654, с Поваренка, р-н Коченевский, ул Дачная, д. 1/1, офис 1, 82.113823, 54.827661",,https://trudvsem.ru/company/1165476179220,,+7(38351)37124,+7(38351)37135,ooorazdolnoe2016@yandex.ru,
1025404495885,5434115846,1025404495885,543401001,МКОУ - ВЕРХ-АЛЕУССКАЯ СОШ,"Новосибирская область, 633296, р-н Ордынский, с.Верх-Алеус, ул.Новая,1, 81.264655, 54.174444",,https://trudvsem.ru/company/1025404495885,http://verhal.ord.edu54,+7(38359)41683,,,
304546826100010,541606088300,304546826100010,nan,Индивидуальный предприниматель Чириков Олег Николаевич,"Новосибирская область, 632160, с Усть-Тарка, р-н Усть-Таркский, ул Ленина, д. 11, 75.699367, 55.567066",,https://trudvsem.ru/company/304546826100010,,+7(38372)23583,,oleg197106@mail.ru,
1165029060635,5047192868,1165029060635,504445001,"ООО ""ПластРесурс""","Новосибирская область, 632640, рп Коченево, р-н Коченевский, ул Промышленная, д. 15, 82.229428, 55.009461",,https://trudvsem.ru/company/1165029060635,,+7(906)7646012,,,
1035404669695,5443120698,1035404669695,544301001,"Общество с ограниченной ответственностью ""Фаэтон""","Новосибирская область, 633216, рп Линево, р-н Искитимский, б-р Ветеранов Войны, д. 24, 83.372022, 54.456066",,https://trudvsem.ru/company/1035404669695,,+7(38343)30589,,faeton-linevo@mail.ru,
1175476115330,5406982653,1175476115330,540601001,"Акционерное общество ""Муниципальная управляющая компания""","Новосибирская область, 630005, г Новосибирск, ул Татарская, д. 83, офис 6, 82.934587, 55.051855",,https://trudvsem.ru/company/1175476115330,,+7(913)9524435,,muk.antonova@mail.ru,
1145476113342,5406789868,1145476113342,540601001,"Общество с ограниченной ответственностью ""Торговый дом ""Строительная компания Башмакова""","Новосибирская область, 630005, г Новосибирск, ул Писарева, д. 121, 82.934875, 55.050576",,https://trudvsem.ru/company/1145476113342,www.bikoremont.ru,+7(383)2110428,,personal-biko@yandex.ru,
1135483004766,5446016092,1135483004766,544601001,"Общество с ограниченной ответственностью ""Искитим-обувь""","Новосибирская область, 633204, г Искитим, ул Молдавская, д. 46, 83.296357, 54.619609",,https://trudvsem.ru/company/1135483004766,,+7(923)1161616,,mackbert@mail.ru,
320547600001786,540529966490,320547600001786,nan,Центр присмотра и ухода BAMBI BABY,"Новосибирская область, 630132, г Новосибирск, ул 1905 года, д. 85/2, 82.907763, 55.04628",,https://trudvsem.ru/company/320547600001786,,,,,
304547224500037,544305986000,304547224500037,nan,ИП Зюлковский Н.И.,"Новосибирская область, 633216, рп Линево, р-н Искитимский, мкр 4-й, д. 13, офис 60, 83.375579, 54.451622",,https://trudvsem.ru/company/304547224500037,,+7(913)7233424,,zul@ngs.ru,
1025406025677,5423103817,1025406025677,542301001,"Государственное бюджетное учреждение Новосибирской области ""Управление ветеринарии Каргатского района Новосибирской области""","Новосибирская область, 632402, г Каргат, р-н Каргатский, ул Октябрьская, д. 8, 80.278664, 55.191428",,https://trudvsem.ru/company/1025406025677,-,+7(38365)21100,,,
1125476010450,5406698177,1125476010450,540601001,"Муниципальное казенное учреждение города Новосибирска ""Управление технического надзора за ремонтом жилищного фонда""","Новосибирская область, 630099, г Новосибирск, ул Трудовая, д. 1, 82.916926, 55.03217",,https://trudvsem.ru/company/1125476010450,,+7(383)2288965,,ovbatalova@admnsk.ru,
bf652340-3c65-11e8-8aa9-e37b4be0b9ed,5406173483,1025402468145,540601001,"Федеральное бюджетное учреждение ""Территориальный фонд геологической информации по Сибирскому федеральному округу""","Новосибирская область, 630091, г Новосибирск, ул Каменская, д. 74, 82.92617, 55.040822",,https://trudvsem.ru/company/bf652340-3c65-11e8-8aa9-e37b4be0b9ed,,+7(383)2014686,,fgusfo@geosib.ru,
1075406011713,5406390978,1075406011713,540201001,"Государственное автономное учреждение Новосибирской области ""Новосибирская база авиационной охраны лесов""","Новосибирская область, 632402, г Каргат, р-н Каргатский, 80.283039, 55.194476",,https://trudvsem.ru/company/1075406011713,,+7(383)2001044,,lelyakr@mail.ru,
1045403645814,5443000111,1045403645814,544301001,"Общество с ограниченной ответственностью Агрофирма ""Продовольственная Компания Сибири""","Новосибирская область, 633216, рп Линево, р-н Искитимский, ул Парковая, д. 1, 83.393725, 54.463105",,https://trudvsem.ru/company/1045403645814,,+7(913)9467831,,pksagro@yandex.ru,
1115483001567,5446013327,1115483001567,544601001,"АО ""НЗИВ""","Новосибирская область, 633208, г Искитим, мкр Южный, д. 101, 83.286161, 54.588914",,https://trudvsem.ru/company/1115483001567,http://www.nziv.ru,+7(383)2547774,,,Ammunition
1035405017284,5453110233,1035405017284,545301001,администрация города Татарска Новосибирской области,"Новосибирская область, 632121, г Татарск, ул Ленина, д. 96, 75.971431, 55.219478",,https://trudvsem.ru/company/1035405017284,,+7(38364)21874,+7(38364)20066,tatarsk-adm@yandex.ru,
313545611500022,543408827296,313545611500022,nan,ИП Перова Т.А. (пекарня СМАК),"Новосибирская область, рп Ордынское, р-н Ордынский, 81.899566, 54.367147",,https://trudvsem.ru/company/313545611500022,,+7(983)3001193,,,
1025402451172,5406199308,1025402451172,540701001,"Государственное казенное учреждение Новосибирской области ""Природоохранная инспекция""","Новосибирская область, 630007, г Новосибирск, ул Фабричная, д. 14, 82.906811, 55.022433",,https://trudvsem.ru/company/1025402451172,,+7(383)2182029,,oblecoins@mail.ru,
1165476088623,5406606345,1165476088623,540601001,"Общество с ограниченной ответственностью ""Два шоколада""","Новосибирская область, 630075, г Новосибирск, ул Ватутина, д. 107, 82.936069, 54.96408",,https://trudvsem.ru/company/1165476088623,,+7(913)4725244,,sokolova@kuzina.ru,
1025402472468,5406174705,1025402472468,540601001,"Муниципальное казенное дошкольное образовательное учреждение ""Детский сад № 421 комбинированного вида имени Сергея Николаевича Ровбеля""","Новосибирская область, 630005, г Новосибирск, ул Державина, д. 51, 82.936168, 55.040564",,https://trudvsem.ru/company/1025402472468,,+7(383)2243531,,ds-421@list.ru,
1027700198767,7707049388,1027700198767,784001001,"ПАО ""РОСТЕЛЕКОМ""","Новосибирская область, 630099, г Новосибирск, ул Ленина, д. 5, 82.915749, 55.029389",,https://trudvsem.ru/company/1027700198767,http://www.rt.ru,+7(499)9998283,,rostelecom@rt.ru,
1045405234654,5432211449,1045405234654,543201001,Администрация Мошковского района Новосибирской области,"Новосибирская область, 633131, рп Мошково, р-н Мошковский, ул Советская, д. 9, Мошково ул.Советская,9, 83.60844, 55.304165",,https://trudvsem.ru/company/1045405234654,,+7(38348)21375,,bva-moshkovo@yandex.ru,
